,provider_name,address1,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,last_report_date,provider_status,:@computed_region_pqdx_y6mm,npi,address2,provider_note
610,CVS Store #00861,355 CENTRE ST.,Brockton,Plymouth,MA,2302,00069-1085-30,Paxlovid,52.0,"{'type': 'Point', 'coordinates': [-71.00567, 42.08345]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1962502393.0,CVS Pharmacy,
611,Stout Scripts DBA Table Rock Pharma,200 W. Fleming Dr.,Morganton,Burke,NC,28655,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-81.68114, 35.73949]}",2022-09-28T00:00:00.000,ACTIVE,34.0,1871059295.0,,
612,CVS Store #02896,675 WASHINGTON STREET,Middletown,Middlesex,CT,6457,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-72.674475, 41.554225]}",2022-09-30T00:00:00.000,ACTIVE,7.0,1497905830.0,CVS Pharmacy,
613,BOB WILSON MEM HOSP PHCY,415 N Main Street,Ulysses,Grant,KS,67880,00310-7442-02,Evusheld,24.0,"{'type': 'Point', 'coordinates': [-101.358708, 37.584455]}",2022-09-30T00:00:00.000,ACTIVE,17.0,1811432594.0,,
614,CHARLOTTE HUNGERFORD HOSP/MAIN HOSP,75 Jefferson St,Hartford,Hartford,CT,6115,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-72.68053, 41.75533]}",2022-10-04T00:00:00.000,ACTIVE,7.0,,,
615,MIAMI VALLEY HOSPITAL,1 WYOMING ST,Dayton,Montgomery,OH,45409,00310-7442-02,Evusheld,144.0,"{'type': 'Point', 'coordinates': [-84.18673, 39.74539]}",2022-09-24T00:00:00.000,ACTIVE,36.0,,ATTN PHARMACY,
616,CVS Store #00982,646 WANTAGH AVENUE,Levittown,Nassau,NY,11756,00006-5055-06,Lagevrio (molnupiravir),25.0,"{'type': 'Point', 'coordinates': [-73.50274, 40.70846]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1134223894.0,CVS Pharmacy,
617,Walmart Pharmacy #1668,6590 Grand Ave,Gurnee,Lake,IL,60031,00006-5055-06,Lagevrio (molnupiravir),47.0,"{'type': 'Point', 'coordinates': [-87.96647, 42.38836]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1386661650.0,,
618,WALGREENS STORE #12151,7235 W 10TH ST,Indianapolis,Marion,IN,46214,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-86.28777, 39.77873]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1588679617.0,,
619,CVS Store #00952,205 SOUTH BROADWAY,Lawrence,Essex,MA,1843,00069-1085-30,Paxlovid,20.0,"{'type': 'Point', 'coordinates': [-71.16243, 42.6938]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1245339605.0,CVS Pharmacy,
620,WALGREENS STORE #07981,1361 N LAKE PARK BLVD,Carolina Beach,New Hanover,NC,28428,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-77.90052, 34.05026]}",2022-09-29T00:00:00.000,ACTIVE,,1578578571.0,,
621,Walmart Pharmacy #3739,5875 E Franklin Rd,Nampa,Canyon,ID,83687,00069-1085-30,Paxlovid,14.0,"{'type': 'Point', 'coordinates': [-116.511055, 43.60348]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1508950668.0,,
622,CVS Store #11262,47 Congress St,Salem,Essex,MA,1970,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-70.8868, 42.51668]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1386077345.0,,
623,WALGREENS STORE #10523,1613 GLENN BLVD SW,Fort Payne,De Kalb,AL,35968,00069-1085-30,Paxlovid,20.0,"{'type': 'Point', 'coordinates': [-85.762367, 34.438606]}",2022-09-29T00:00:00.000,ACTIVE,1.0,1124150321.0,,
624,Walmart Pharmacy #2986,1155 W Winneconne Ave,Neenah,Winnebago,WI,54956,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-88.49193, 44.17699]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1336166404.0,,
625,WALGREENS STORE #19428,13387 JONES ST,Lavonia,Franklin,GA,30553,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-83.113318, 34.442904]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1659895142.0,,
626,CVS Store #04814,2738 U.S. HIGHWAY 31 SOUTH,Pelham,Shelby,AL,35124,00069-1085-30,Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-86.80253, 33.31159]}",2022-09-30T00:00:00.000,ACTIVE,1.0,1518060235.0,CVS Pharmacy,
627,MEDICAL ARTS PHARMACY,313 E Pushmataha St.,Butler,Choctaw,AL,36904,00069-1085-30,Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-88.21794, 32.0899]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1508832932.0,,
628,WALGREENS STORE #07608,5435 FIVE FORKS TRICKUM RD,Stone Mountain,Dekalb,GA,30087,00069-1085-30,Paxlovid,40.0,"{'type': 'Point', 'coordinates': [-84.13164, 33.84047]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1962417071.0,,
629,AURORA PHARMACY SOUTH MILWAUKEE,2414 10TH AVE,South Milwaukee,Milwaukee,WI,53172,00006-5055-06,Lagevrio (molnupiravir),72.0,"{'type': 'Point', 'coordinates': [-87.861, 42.90755]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1790719912.0,AURORA PHARMACY 1014,
630,CVS Store #08041,414 S. MAIN ST.,Brooklyn,Jackson,MI,49230,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-84.24873, 42.09726]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1619089547.0,CVS Pharmacy,
631,HHC GoHealth/Berlin,175 Webster Square Rd,Berlin,Hartford,CT,6037,00069-1085-30,Paxlovid,19.0,"{'type': 'Point', 'coordinates': [-72.744054, 41.630261]}",2022-09-21T00:00:00.000,ACTIVE,7.0,,,
632,Walmart Pharmacy #1379,210 Greenville Blvd SW,Greenville,Pitt,NC,27834,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-77.388275, 35.577215]}",2022-10-03T00:00:00.000,ACTIVE,34.0,1376560524.0,,
633,CVS Store #17362,2421 CRANBERRY HWY STE 110,Wareham,Plymouth,MA,2571,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-70.74536, 41.77639]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1083808166.0,CVS Pharmacy,
634,WALGREENS STORE #06927,2653 WARD BLVD,Wilson,Wilson,NC,27893,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-77.93133, 35.75246]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1154338119.0,,
635,CVS STORE #08939,596 RIVER AVE,Lakewood,Ocean,NJ,8701,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.21805, 40.074455]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1609126416.0,CVS Pharmacy,
636,CVS Store #02324,"12902 EAST 96TH STREET, NORTH",Owasso,Tulsa,OK,74055,00006-5055-06,Lagevrio (molnupiravir),12.0,"{'type': 'Point', 'coordinates': [-95.8295, 36.29243]}",2022-09-30T00:00:00.000,ACTIVE,37.0,1588971956.0,CVS Pharmacy,
637,Walmart Pharmacy #403,13675 Highway 43,Russellville,Franklin,AL,35653,00069-1085-30,Paxlovid,55.0,"{'type': 'Point', 'coordinates': [-87.715697, 34.524677]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1275550568.0,,
638,NM Durham Outpatient Pharmacy,989200 Nebraska Medical Ctr,Omaha,Douglas,NE,68198,00069-1101-20,Renal Paxlovid,18.0,"{'type': 'Point', 'coordinates': [-95.9759, 41.25511]}",2022-09-16T00:00:00.000,UNKNOWN INVENTORY,28.0,,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
639,CVS STORE #01279,"471 MAIN ST, CHATHAM S/C",Chatham,Morris,NJ,7928,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-74.39306, 40.7452]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1043302524.0,CVS Pharmacy,
640,CVS Store #08056,8710 N. BEECH DALY,Dearborn Heights,Wayne,MI,48127,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-83.29412, 42.35606]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1144332073.0,CVS Pharmacy,
641,Walmart Pharmacy #2078,804 Pike St,Marietta,Washington,OH,45750,00006-5055-06,Lagevrio (molnupiravir),41.0,"{'type': 'Point', 'coordinates': [-81.41974, 39.40432]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1639196827.0,,
642,WALGREENS STORE #07831,8345 LANGDALE ST,New Hyde Park,Nassau,NY,11040,00006-5055-06,Lagevrio (molnupiravir),31.0,"{'type': 'Point', 'coordinates': [-73.70047, 40.73976]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1083621031.0,,
643,WALGREENS STORE #11944,315 N IL ROUTE 31,Crystal Lake,Mchenry,IL,60012,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-88.28623, 42.2495]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1487972881.0,,
644,IRWIN DRUG INC,146 W. Main St,Grangeville,Idaho,ID,83530,00069-1085-30,Paxlovid,40.0,"{'type': 'Point', 'coordinates': [-116.12106, 45.92559]}",2022-09-22T00:00:00.000,ACTIVE,13.0,1669427571.0,,
645,WALGREENS STORE #11625,4620 LINCOLNWAY E,Mishawaka,St Joseph,IN,46544,00069-1085-30,Paxlovid,18.0,"{'type': 'Point', 'coordinates': [-86.108, 41.66397]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1881831147.0,,
646,WALGREENS STORE #07057,730 FRANKLIN AVE,Franklin Square,Nassau,NY,11010,00006-5055-06,Lagevrio (molnupiravir),62.0,"{'type': 'Point', 'coordinates': [-73.68596, 40.68868]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1972518041.0,,
647,CVS Store #08191,4025 18 MILE RD.,Sterling Heights,Macomb,MI,48314,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-83.070117, 42.59423]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1609978998.0,CVS Pharmacy,
648,HIGHLAND HOSPITAL,1000 SOUTH AVE,Rochester,Monroe,NY,14620,00006-5055-06,Lagevrio (molnupiravir),70.0,"{'type': 'Point', 'coordinates': [-77.606226, 43.135545]}",2022-09-27T00:00:00.000,ACTIVE,33.0,,ATTN PHARMACY,
649,CVS Store #05462,1991 SPROUL RD.,Broomall,Delaware,PA,19008,00069-1101-20,Renal Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-75.35441, 39.9611]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1811091606.0,CVS Pharmacy,
650,CVS Store #16561,"3205 WOODWARD CROSSING BLVD, STE B",Buford,Gwinnett,GA,30519,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-83.97838, 34.06985]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1174545727.0,CVS Pharmacy,
651,WALGREENS STORE #15487,3205 AVENT FERRY RD,Raleigh,Wake,NC,27606,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-78.695185, 35.767735]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1386070233.0,,
652,CVS STORE #08773,3030 W VILLARD AVE,Milwaukee,Milwaukee,WI,53209,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-87.95042, 43.1121]}",2022-09-30T00:00:00.000,ACTIVE,50.0,1164463030.0,CVS Pharmacy,
653,Rite Aid 01375,56 RUBBER AVENUE,Naugatuck,New Haven,CT,6770,00069-1085-30,Paxlovid,15.0,"{'type': 'Point', 'coordinates': [-73.055887, 41.48724]}",2022-10-03T00:00:00.000,ACTIVE,7.0,1003925488.0,,
654,CVS Store #17585,160 W DEKALB PIKE,King of Prussia,Montgomery,PA,19406,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-75.365712, 40.095025]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1669884086.0,CVS Pharmacy,
655,CVS STORE #16984,381 MOUNT HOPE AVE,Rockaway,Morris,NJ,7866,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-74.55942, 40.90763]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1083636609.0,CVS Pharmacy,
656,WALGREENS STORE #03718,6350 N MACARTHUR BLVD,Warr Acres,Oklahoma,OK,73122,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-97.618495, 35.5363]}",2022-09-29T00:00:00.000,ACTIVE,37.0,1689689648.0,,
657,CVS STORE #08200,3200 E. JEFFERSON,Detroit,Wayne,MI,48207,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-83.01581, 42.34081]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1235241191.0,CVS Pharmacy,
658,MERCY MEDICAL CENTER,271 CAREW ST,Springfield,Hampden,MA,1104,00069-1085-30,Paxlovid,20.0,"{'type': 'Point', 'coordinates': [-72.59323, 42.11555]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1043204316.0,Inpatient PHARMACY,
659,CVS Store #00720,2235 DORCHESTER AVENUE,Boston,Suffolk,MA,2124,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-71.06851, 42.27401]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1538268990.0,CVS Pharmacy,
660,WakeMed Raleigh Campus Pharmacy,3000 newbern ave,Raleigh,Wake,NC,27610,00310-7442-02,Evusheld,58.0,"{'type': 'Point', 'coordinates': [-78.58875, 35.78628]}",2022-10-03T00:00:00.000,ACTIVE,34.0,1972579837.0,,
661,Walmart Pharmacy #3350,5198 Boulder Hwy,Las Vegas,Clark,NV,89122,00006-5055-06,Lagevrio (molnupiravir),135.0,"{'type': 'Point', 'coordinates': [-115.06282, 36.10936]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1427113497.0,,
662,WALGREENS STORE #09806,2020 BROADWAY AVE,Yankton,Yankton,SD,57078,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-97.39657, 42.89028]}",2022-09-29T00:00:00.000,ACTIVE,42.0,1992753362.0,,
663,WALGREENS STORE #06467,1600 COALTON RD,Superior,Boulder,CO,80027,00006-5055-06,Lagevrio (molnupiravir),142.0,"{'type': 'Point', 'coordinates': [-105.1464, 39.92872]}",2022-09-29T00:00:00.000,ACTIVE,6.0,1942216312.0,,
664,HY-VEE PHARMACY #2 (1413),551 S. Illinois Avenue,Mason City,Cerro Gordo,IA,50401,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-93.17069, 43.14666]}",2022-09-21T00:00:00.000,ACTIVE,16.0,1649533324.0,,
665,Rite Aid 10894,1021 FIRST AVENUE,Conway,Beaver,PA,15027,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-80.23872, 40.65976]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1922107267.0,,
666,WALGREENS STORE #02759,550 ADAMS ST,Quincy,Norfolk,MA,2169,00069-1085-30,Paxlovid,36.0,"{'type': 'Point', 'coordinates': [-71.02791, 42.2536]}",2022-09-29T00:00:00.000,ACTIVE,22.0,1013923408.0,STE 6,
667,SAV-ON PHARMACY,785 STARR ST,Phoenixville,Chester,PA,19460,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-75.50748, 40.12432]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1326094327.0,,
668,MELLORS DRUG STORE,3343 FULTON STREET,Brooklyn,Kings,NY,11208,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-73.87235, 40.68373]}",2022-09-26T00:00:00.000,ACTIVE,33.0,1013401058.0,,
669,Hannaford Brothers Store # 8335,162 ROUTE 22,Pawling,Dutchess,NY,12564,00006-5055-06,Lagevrio (molnupiravir),16.0,"{'type': 'Point', 'coordinates': [-73.58305, 41.53688]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1215045695.0,,
670,CVS Store #17470,4380 LAWEHANA ST,Honolulu,Honolulu,HI,96818,00069-1085-30,Paxlovid,33.0,"{'type': 'Point', 'coordinates': [-157.929345, 21.35478]}",2022-09-30T00:00:00.000,ACTIVE,12.0,1598901936.0,CVS Pharmacy,
671,Walmart Pharmacy #842,4200 DILLON DR,Pueblo,Pueblo,CO,81008,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-104.60998, 38.31354]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1669499927.0,,
672,Light Pharmacy Inc.,319 Avenue X,Brooklyn,Kings,NY,11223,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-73.97136, 40.590605]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1649655044.0,,
673,KROGER PHARMACY 02100902,930 W MAIN ST,Peru,Miami,IN,46970,00069-1085-30,Paxlovid,57.0,"{'type': 'Point', 'coordinates': [-86.09596, 40.74583]}",2022-10-03T00:00:00.000,ACTIVE,15.0,1093888513.0,,
674,FRANKLIN MEDICAL MALL,1303 Dr. Martin Luther King Jr. Ave,Mobile,Mobile,AL,36603,00069-1085-30,Paxlovid,18.0,"{'type': 'Point', 'coordinates': [-88.06549, 30.699370000000002]}",2022-09-27T00:00:00.000,ACTIVE,1.0,1659392389.0,Attention Pharmacy,
675,Walmart Pharmacy #4579,8600 HIGHWAY 71 S,Fort Smith,Sebastian,AR,72908,00069-1085-30,Paxlovid,25.0,"{'type': 'Point', 'coordinates': [-94.39453, 35.30353]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1558741611.0,,
676,Rite Aid 04205,81 1ST AVENUE,New York,New York,NY,10003,00006-5055-06,Lagevrio (molnupiravir),32.0,"{'type': 'Point', 'coordinates': [-73.98687, 40.72564]}",2022-10-03T00:00:00.000,ACTIVE,,1922117464.0,,
677,Clinica Campesina Family Health Ser,1701 W 72nd Ave,Denver,Adams,CO,80221,00006-5055-06,Lagevrio (molnupiravir),70.0,"{'type': 'Point', 'coordinates': [-105.007458, 39.827825]}",2022-10-04T00:00:00.000,ACTIVE,6.0,,,
678,CVS Store #08980,6510 NORTH SHERIDAN RD.,Chicago,Cook,IL,60626,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-87.66086, 42.00143]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1396970745.0,CVS Pharmacy,
679,Walmart Pharmacy #45,1815 E HIGHLAND DR,Jonesboro,Craighead,AR,72401,00069-1085-30,Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-90.68532, 35.81896]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1427075811.0,,
680,CVS STORE #00548,"184 S LIVINGSTON AVE, CEDAR MALL",Livingston,Essex,NJ,7039,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-74.31441, 40.78982]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1083706550.0,CVS Pharmacy,
681,ROGERSVILLE PHARMACY LLC,16135 HIGHWAY 72 W,Rogersville,Lauderdale,AL,35652,00069-1085-30,Paxlovid,24.0,"{'type': 'Point', 'coordinates': [-87.2959, 34.825255]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1467093211.0,,
682,PEACEHEALTH St John Med Pharmacy,1615 Delaware St,Longview,Cowlitz,WA,98632,00310-7442-02,Evusheld,90.0,"{'type': 'Point', 'coordinates': [-122.941363, 46.131027]}",2022-09-29T00:00:00.000,ACTIVE,48.0,1073510277.0,,
683,CVS Store #01586,3001 RICHARD B. RUSSELL PARKWAY,Warner Robins,Houston,GA,31088,00069-1101-20,Renal Paxlovid,32.0,"{'type': 'Point', 'coordinates': [-83.69504, 32.58066]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1730197575.0,CVS Pharmacy,
684,CVS Store #10885,1420 ST. CHARLES STREET,Houma,Terrebonne,LA,70360,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-90.74669, 29.58344]}",2022-09-30T00:00:00.000,ACTIVE,19.0,1053801415.0,CVS Pharmacy,
685,Caring Health Center,1049 Main St,Springfield,Hampden,MA,1103,00006-5055-06,Lagevrio (molnupiravir),120.0,"{'type': 'Point', 'coordinates': [-72.58453, 42.09951]}",2022-10-03T00:00:00.000,ACTIVE,22.0,1871796961.0,,
686,WALGREENS STORE #07361,1779 SEQUOIA RD,Naperville,Du Page,IL,60540,00006-5055-06,Lagevrio (molnupiravir),13.0,"{'type': 'Point', 'coordinates': [-88.185997, 41.758485]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1467467670.0,,
687,CVS STORE #16301,N95 W 17707 SHADY LN,Menomonee Falls,Waukesha,WI,53051,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-88.12469, 43.15711]}",2022-09-30T00:00:00.000,ACTIVE,50.0,1487676086.0,CVS Pharmacy,
688,Rite Aid 04492,1026 NORTH MAIN STREET,Royal Oak,Oakland,MI,48067,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-83.14431, 42.480875]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1003925553.0,,
689,CVS Store #09548,2501 ANTHEM VILLAGE DR,Henderson,Clark,NV,89052,00069-1085-30,Paxlovid,27.0,"{'type': 'Point', 'coordinates': [-115.098556, 35.97872]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1265475057.0,CVS Pharmacy,
690,CVS Store #05811,1990 W. SUNSET RD.,Henderson,Clark,NV,89014,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-115.067357, 36.068035]}",2022-09-30T00:00:00.000,ACTIVE,29.0,1740389055.0,CVS Pharmacy,
691,Mercy Medical Center,301 St. Paul Pl,Baltimore,Baltimore City,MD,21202,00002-7589-01,Bebtelovimab,12.0,"{'type': 'Point', 'coordinates': [-76.61307, 39.292995]}",2022-10-03T00:00:00.000,ACTIVE,21.0,1144282583.0,,
692,WALGREENS STORE #12508,1500 BRIDGE ST,Charlevoix,Charlevoix,MI,49720,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-85.26107, 45.302685]}",2022-09-29T00:00:00.000,ACTIVE,23.0,1396992814.0,,
693,CVS Store #16367,4900 E MAIN ST,Farmington,San Juan,NM,87402,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-108.148067, 36.76875]}",2022-09-30T00:00:00.000,ACTIVE,32.0,1699857060.0,CVS Pharmacy,
694,Walmart Pharmacy #4048,40567 Highway 42,Prairieville,Ascension,LA,70769,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-90.921075, 30.323435]}",2022-10-03T00:00:00.000,ACTIVE,19.0,1336542273.0,,
695,Providence Community Pharmacy,"803 Providence Rd, #101",Wayne,Wayne,NE,68787,00069-1101-20,Renal Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-97.0069, 42.23641]}",2022-09-26T00:00:00.000,ACTIVE,28.0,,,
696,CVS Store #04896,1853 S. ASPEN AVE.,Broken Arrow,Tulsa,OK,74012,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-95.8152, 36.03344]}",2022-09-30T00:00:00.000,ACTIVE,37.0,1073817185.0,CVS Pharmacy,
697,WALGREENS STORE #17419,403 WILLIAM FLOYD PKWY,Shirley,Suffolk,NY,11967,00006-5055-06,Lagevrio (molnupiravir),45.0,"{'type': 'Point', 'coordinates': [-72.86277, 40.78157]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1447776315.0,,
698,CVS Store #01299,25 WASHINGTON ST STE 1,Wellesley,Norfolk,MA,2481,00006-5055-06,Lagevrio (molnupiravir),16.0,"{'type': 'Point', 'coordinates': [-71.26159, 42.32584]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1164794293.0,CVS Pharmacy,
699,Walmart Pharmacy #3472,3050 E Mullan Ave,Post Falls,Kootenai,ID,83854,00069-1085-30,Paxlovid,70.0,"{'type': 'Point', 'coordinates': [-116.90704, 47.71381]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1437176781.0,,
700,WALGREENS STORE #19948,1901 2ND AVE,Watervliet,Albany,NY,12189,00006-5055-06,Lagevrio (molnupiravir),89.0,"{'type': 'Point', 'coordinates': [-73.70207, 42.73087]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1861917924.0,,
701,Walmart Pharmacy #826,4600 E MAIN ST,Farmington,San Juan,NM,87402,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-108.151433, 36.76766]}",2022-10-03T00:00:00.000,ACTIVE,32.0,1164449203.0,,
702,Walmart Pharmacy #2,161 N Walmart Dr,Harrison,Boone,AR,72601,00069-1085-30,Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-93.139, 36.26897]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1609893098.0,,
703,EAST ALABAMA APOTHECARY LLC 4,900 CAMP AUBURN RD,Auburn,Lee,AL,36832,00069-1085-30,Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-85.499818, 32.584635]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1356931364.0,SUITE P101,
704,WALGREENS STORE #12161,11605 N 135TH EAST AVE,Collinsville,Tulsa,OK,74021,00006-5055-06,Lagevrio (molnupiravir),70.0,"{'type': 'Point', 'coordinates': [-95.85791, 36.33735]}",2022-09-29T00:00:00.000,ACTIVE,37.0,1336387430.0,,
705,Meijer Store 249,1380 Sunbury Rd,Delaware,Delaware,OH,43015,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-83.031544, 40.29036]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1083854632.0,Deliver to Pharmacy,
706,WALGREENS STORE #05787,651 W US HIGHWAY 30,Schererville,Lake,IN,46375,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-87.467857, 41.49003]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1487669503.0,,
707,Walmart Pharmacy #18,1211 Highway 367 N,Newport,Jackson,AR,72112,00069-1085-30,Paxlovid,21.0,"{'type': 'Point', 'coordinates': [-91.25454, 35.618]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1720005226.0,,
708,WALGREENS STORE #09821,36 PINE ST,New Canaan,Fairfield,CT,6840,00069-1085-30,Paxlovid,33.0,"{'type': 'Point', 'coordinates': [-73.496265, 41.14458]}",2022-09-29T00:00:00.000,ACTIVE,7.0,1144496340.0,,
709,CVS Store #06077,405 GREEN BOULEVARD,Aurora,Dearborn,IN,47001,00069-1085-30,Paxlovid,32.0,"{'type': 'Point', 'coordinates': [-84.896305, 39.063105]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1366545055.0,CVS Pharmacy,
710,Health Hub Pharmacy,30-29 Steinway Street,Astoria,Queens,NY,11103,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-73.915425, 40.76302]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1457814097.0,,
